html_file,html_backup,edges_changed_in_html,csv_files_patched,status
outputs/final_master_aggregate_network_with_interpretive_bridges/final_master_aggregate_network_with_three_interpretive_bridges.html,outputs/final_master_aggregate_network_with_interpretive_bridges/_backups_before_bridge_text_update/final_master_aggregate_network_with_three_interpretive_bridges_before_bridge_text_update.html,3,2,interpretive bridge texts updated
