from,to,value,width,color,smooth,title
humiliation_display,psychological_wounding,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
humiliation_display,respect_recognition,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
humiliation_display,self_protection_boundary,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
humiliation_display,structural_powerlessness,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
identity_continuity_resistance,principle_purpose_orientation,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
identity_continuity_resistance,psychological_wounding,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
kin_motivation,needed_responsibility,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
kin_motivation,positive_transformation,3,1.7320508075688772,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
kin_motivation,principle_purpose_orientation,3,1.7320508075688772,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
kin_motivation,temporal_disruption,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
learning_support,respect_recognition,3,1.7320508075688772,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
needed_responsibility,peer_care_solidarity,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
needed_responsibility,practical_competence,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
needed_responsibility,structural_powerlessness,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
peer_care_solidarity,principle_purpose_orientation,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
peer_care_solidarity,temporal_disruption,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
peer_mistrust_betrayal,silencing_nonresponse,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
positive_transformation,practical_competence,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
positive_transformation,principle_purpose_orientation,6,2.449489742783178,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
positive_transformation,reframing_as_training,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
positive_transformation,routine_internalisation,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
practical_competence,principle_purpose_orientation,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
practical_competence,reframing_as_training,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
principle_purpose_orientation,reframing_as_training,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
principle_purpose_orientation,routine_internalisation,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
principle_purpose_orientation,temporal_disruption,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
psychological_wounding,racialised_degradation,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
psychological_wounding,verbal_degradation,3,1.7320508075688772,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
racialised_degradation,structural_powerlessness,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
racialised_degradation,temporal_disruption,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
racialised_degradation,verbal_degradation,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
respect_recognition,self_protection_boundary,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
structural_powerlessness,temporal_disruption,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
