from,to,weight,edge_type,title,bridge_route
Chapter 5::standard_setting,Chapter 6::needed_responsibility,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Belonging</p><p><b>From code:</b> standard setting<br><b>To code:</b> needed responsibility</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Belonging
Chapter 5::standard_setting,Chapter 6::respect_recognition,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Belonging</p><p><b>From code:</b> standard setting<br><b>To code:</b> respect recognition</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Belonging
Chapter 5::consequence_linkage,Chapter 6::authority_disregard,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Belonging</p><p><b>From code:</b> consequence linkage<br><b>To code:</b> authority disregard</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Belonging
Chapter 5::consequence_linkage,Chapter 6::needed_responsibility,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Belonging</p><p><b>From code:</b> consequence linkage<br><b>To code:</b> needed responsibility</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Belonging
Chapter 5::consequence_linkage,Chapter 6::respect_recognition,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Belonging</p><p><b>From code:</b> consequence linkage<br><b>To code:</b> respect recognition</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Belonging
Chapter 5::motivational_activation,Chapter 6::authority_disregard,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Belonging</p><p><b>From code:</b> motivational activation<br><b>To code:</b> authority disregard</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Belonging
Chapter 5::motivational_activation,Chapter 6::needed_responsibility,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Belonging</p><p><b>From code:</b> motivational activation<br><b>To code:</b> needed responsibility</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Belonging
Chapter 5::motivational_activation,Chapter 6::respect_recognition,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Belonging</p><p><b>From code:</b> motivational activation<br><b>To code:</b> respect recognition</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Belonging
Chapter 5::durability_testing,Chapter 6::psychological_wounding,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Breaking</p><p><b>From code:</b> durability testing<br><b>To code:</b> psychological wounding</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Breaking
Chapter 5::durability_testing,Chapter 6::discipline_boundary_judgement,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Breaking</p><p><b>From code:</b> durability testing<br><b>To code:</b> discipline boundary judgement</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Breaking
Chapter 5::durability_testing,Chapter 6::bodily_harm_danger,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Breaking</p><p><b>From code:</b> durability testing<br><b>To code:</b> bodily harm danger</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Breaking
Chapter 5::bodily_sign_reading,Chapter 6::psychological_wounding,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Breaking</p><p><b>From code:</b> bodily sign reading<br><b>To code:</b> psychological wounding</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Breaking
Chapter 5::bodily_sign_reading,Chapter 6::discipline_boundary_judgement,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Breaking</p><p><b>From code:</b> bodily sign reading<br><b>To code:</b> discipline boundary judgement</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Breaking
Chapter 5::bodily_sign_reading,Chapter 6::bodily_harm_danger,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Breaking</p><p><b>From code:</b> bodily sign reading<br><b>To code:</b> bodily harm danger</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Breaking
Chapter 5::coercive_correction,Chapter 6::psychological_wounding,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Breaking</p><p><b>From code:</b> coercive correction<br><b>To code:</b> psychological wounding</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Breaking
Chapter 5::coercive_correction,Chapter 6::discipline_boundary_judgement,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Breaking</p><p><b>From code:</b> coercive correction<br><b>To code:</b> discipline boundary judgement</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Breaking
Chapter 5::coercive_correction,Chapter 6::bodily_harm_danger,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Breaking</p><p><b>From code:</b> coercive correction<br><b>To code:</b> bodily harm danger</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Breaking
Chapter 5::durability_testing,Chapter 6::principle_purpose_orientation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Becoming</p><p><b>From code:</b> durability testing<br><b>To code:</b> principle purpose orientation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Becoming
Chapter 5::durability_testing,Chapter 6::positive_transformation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Becoming</p><p><b>From code:</b> durability testing<br><b>To code:</b> positive transformation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Becoming
Chapter 5::durability_testing,Chapter 6::endurance_conditioning,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Becoming</p><p><b>From code:</b> durability testing<br><b>To code:</b> endurance conditioning</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Becoming
Chapter 5::bodily_sign_reading,Chapter 6::principle_purpose_orientation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Becoming</p><p><b>From code:</b> bodily sign reading<br><b>To code:</b> principle purpose orientation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Becoming
Chapter 5::bodily_sign_reading,Chapter 6::positive_transformation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Becoming</p><p><b>From code:</b> bodily sign reading<br><b>To code:</b> positive transformation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Becoming
Chapter 5::bodily_sign_reading,Chapter 6::endurance_conditioning,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Becoming</p><p><b>From code:</b> bodily sign reading<br><b>To code:</b> endurance conditioning</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Becoming
Chapter 5::coercive_correction,Chapter 6::principle_purpose_orientation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Becoming</p><p><b>From code:</b> coercive correction<br><b>To code:</b> principle purpose orientation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Becoming
Chapter 5::coercive_correction,Chapter 6::positive_transformation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Becoming</p><p><b>From code:</b> coercive correction<br><b>To code:</b> positive transformation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Becoming
Chapter 5::coercive_correction,Chapter 6::endurance_conditioning,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Individual body → Chapter 6 / Becoming</p><p><b>From code:</b> coercive correction<br><b>To code:</b> endurance conditioning</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Individual body → Chapter 6 Becoming
Chapter 5::unstable_group_cohesion,Chapter 6::authority_disregard,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Belonging</p><p><b>From code:</b> unstable group cohesion<br><b>To code:</b> authority disregard</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Belonging
Chapter 5::unstable_group_cohesion,Chapter 6::needed_responsibility,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Belonging</p><p><b>From code:</b> unstable group cohesion<br><b>To code:</b> needed responsibility</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Belonging
Chapter 5::unstable_group_cohesion,Chapter 6::respect_recognition,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Belonging</p><p><b>From code:</b> unstable group cohesion<br><b>To code:</b> respect recognition</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Belonging
Chapter 5::collective_accountability,Chapter 6::authority_disregard,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Belonging</p><p><b>From code:</b> collective accountability<br><b>To code:</b> authority disregard</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Belonging
Chapter 5::collective_accountability,Chapter 6::needed_responsibility,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Belonging</p><p><b>From code:</b> collective accountability<br><b>To code:</b> needed responsibility</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Belonging
Chapter 5::collective_accountability,Chapter 6::respect_recognition,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Belonging</p><p><b>From code:</b> collective accountability<br><b>To code:</b> respect recognition</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Belonging
Chapter 5::group_standard_imposition,Chapter 6::authority_disregard,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Belonging</p><p><b>From code:</b> group standard imposition<br><b>To code:</b> authority disregard</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Belonging
Chapter 5::group_standard_imposition,Chapter 6::needed_responsibility,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Belonging</p><p><b>From code:</b> group standard imposition<br><b>To code:</b> needed responsibility</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Belonging
Chapter 5::group_standard_imposition,Chapter 6::respect_recognition,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Belonging</p><p><b>From code:</b> group standard imposition<br><b>To code:</b> respect recognition</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Belonging
Chapter 5::unstable_group_cohesion,Chapter 6::psychological_wounding,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Breaking</p><p><b>From code:</b> unstable group cohesion<br><b>To code:</b> psychological wounding</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Breaking
Chapter 5::unstable_group_cohesion,Chapter 6::discipline_boundary_judgement,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Breaking</p><p><b>From code:</b> unstable group cohesion<br><b>To code:</b> discipline boundary judgement</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Breaking
Chapter 5::unstable_group_cohesion,Chapter 6::bodily_harm_danger,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Breaking</p><p><b>From code:</b> unstable group cohesion<br><b>To code:</b> bodily harm danger</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Breaking
Chapter 5::collective_accountability,Chapter 6::psychological_wounding,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Breaking</p><p><b>From code:</b> collective accountability<br><b>To code:</b> psychological wounding</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Breaking
Chapter 5::collective_accountability,Chapter 6::discipline_boundary_judgement,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Breaking</p><p><b>From code:</b> collective accountability<br><b>To code:</b> discipline boundary judgement</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Breaking
Chapter 5::collective_accountability,Chapter 6::bodily_harm_danger,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Breaking</p><p><b>From code:</b> collective accountability<br><b>To code:</b> bodily harm danger</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Breaking
Chapter 5::group_standard_imposition,Chapter 6::psychological_wounding,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Breaking</p><p><b>From code:</b> group standard imposition<br><b>To code:</b> psychological wounding</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Breaking
Chapter 5::group_standard_imposition,Chapter 6::discipline_boundary_judgement,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Breaking</p><p><b>From code:</b> group standard imposition<br><b>To code:</b> discipline boundary judgement</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Breaking
Chapter 5::group_standard_imposition,Chapter 6::bodily_harm_danger,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Group → Chapter 6 / Breaking</p><p><b>From code:</b> group standard imposition<br><b>To code:</b> bodily harm danger</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Group → Chapter 6 Breaking
Chapter 5::accountability_orientation,Chapter 6::psychological_wounding,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Breaking</p><p><b>From code:</b> accountability orientation<br><b>To code:</b> psychological wounding</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Breaking
Chapter 5::accountability_orientation,Chapter 6::discipline_boundary_judgement,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Breaking</p><p><b>From code:</b> accountability orientation<br><b>To code:</b> discipline boundary judgement</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Breaking
Chapter 5::accountability_orientation,Chapter 6::bodily_harm_danger,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Breaking</p><p><b>From code:</b> accountability orientation<br><b>To code:</b> bodily harm danger</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Breaking
Chapter 5::bodily_regulation,Chapter 6::psychological_wounding,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Breaking</p><p><b>From code:</b> bodily regulation<br><b>To code:</b> psychological wounding</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Breaking
Chapter 5::bodily_regulation,Chapter 6::discipline_boundary_judgement,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Breaking</p><p><b>From code:</b> bodily regulation<br><b>To code:</b> discipline boundary judgement</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Breaking
Chapter 5::bodily_regulation,Chapter 6::bodily_harm_danger,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Breaking</p><p><b>From code:</b> bodily regulation<br><b>To code:</b> bodily harm danger</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Breaking
Chapter 5::embodied_standardisation,Chapter 6::psychological_wounding,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Breaking</p><p><b>From code:</b> embodied standardisation<br><b>To code:</b> psychological wounding</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Breaking
Chapter 5::embodied_standardisation,Chapter 6::discipline_boundary_judgement,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Breaking</p><p><b>From code:</b> embodied standardisation<br><b>To code:</b> discipline boundary judgement</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Breaking
Chapter 5::embodied_standardisation,Chapter 6::bodily_harm_danger,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Breaking</p><p><b>From code:</b> embodied standardisation<br><b>To code:</b> bodily harm danger</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Breaking
Chapter 5::accountability_orientation,Chapter 6::authority_disregard,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Belonging</p><p><b>From code:</b> accountability orientation<br><b>To code:</b> authority disregard</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Belonging
Chapter 5::accountability_orientation,Chapter 6::needed_responsibility,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Belonging</p><p><b>From code:</b> accountability orientation<br><b>To code:</b> needed responsibility</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Belonging
Chapter 5::accountability_orientation,Chapter 6::respect_recognition,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Belonging</p><p><b>From code:</b> accountability orientation<br><b>To code:</b> respect recognition</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Belonging
Chapter 5::bodily_regulation,Chapter 6::authority_disregard,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Belonging</p><p><b>From code:</b> bodily regulation<br><b>To code:</b> authority disregard</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Belonging
Chapter 5::bodily_regulation,Chapter 6::needed_responsibility,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Bomb Night → Chapter 6 / Belonging</p><p><b>From code:</b> bodily regulation<br><b>To code:</b> needed responsibility</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Bomb Night → Chapter 6 Belonging
