from,to,value,width,color,smooth,dashes,title,label,font.align,font.size,font.strokeWidth,font.strokeColor,arrows,bridge_id,bridge_type
anchor_chapter4,chapter4::standard_uncertainty_modelling,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter4,chapter4::strategic_display_persona,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter4,chapter4::surveillance_visibility,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter4,chapter4::trust_credibility,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter4,chapter4::unwatched_durability_test,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter4,chapter4::values_character_carrier,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter4,chapter4::visible_signs_legibility,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter4,chapter4::widened_life_governance,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::accountability_orientation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::adaptation_timetable,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::bodily_proof,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::bodily_regulation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::bodily_restriction,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::bodily_sign_reading,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::coercive_correction,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::collective_accountability,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::competitive_pressure,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::consequence_linkage,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::durability_testing,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::embodied_standardisation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::emulative_alignment,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::equal_standard_enforcement,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::explanatory_reasoning,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::factionalisation_risk,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::group_standard_imposition,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::habit_interruption,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::habit_repetition,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::lateral_surveillance,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::motivational_activation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::peer_correction,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::persistence_beyond_training,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::psychological_uncertainty,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::reciprocal_obligation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::relational_influence,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::ritualised_unity,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::standard_setting,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::symbolic_coercion,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::symbolic_cohesion,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::temporal_control,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::unstable_group_cohesion,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter5,chapter5::visibility_supervision,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::alternative_oppositional_future,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::ambivalent_unresolved_change,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::authority_disregard,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::bodily_harm_danger,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::dangerous_becoming,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::depletion_exhaustion,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::discipline_boundary_judgement,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::endurance_conditioning,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::exclusion_isolation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::family_separation_priority,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::group_fragmentation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::group_pride_validation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::hope_resilience,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::humiliation_display,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::identity_continuity_resistance,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::kin_motivation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::learning_support,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::needed_responsibility,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::peer_care_solidarity,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::peer_mistrust_betrayal,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::positive_transformation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::practical_competence,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::principle_purpose_orientation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::psychological_wounding,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::racialised_degradation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::reframing_as_training,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::respect_recognition,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::routine_internalisation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::self_protection_boundary,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::silencing_nonresponse,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::structural_powerlessness,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::temporal_disruption,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
anchor_chapter6,chapter6::verbal_degradation,0.25,0.4,"rgba(120,120,120,0.08)",FALSE,FALSE,NA,NA,middle,0,0,#ffffff,NA,NA,cluster anchor
