output_html,node_file,edge_file,bridge_file,bridge_audit,node_count,edge_count,interpretive_bridge_count,file_exists
outputs/final_master_aggregate_network_with_interpretive_bridges/final_master_aggregate_network_with_three_interpretive_bridges.html,outputs/final_master_aggregate_network_with_interpretive_bridges/final_master_aggregate_nodes.csv,outputs/final_master_aggregate_network_with_interpretive_bridges/final_master_aggregate_edges.csv,outputs/final_master_aggregate_network_with_interpretive_bridges/interpretive_bridge_edges.csv,outputs/final_master_aggregate_network_with_interpretive_bridges/interpretive_bridge_audit.csv,103,333,3,TRUE
