from,to,weight,edge_type,title
Chapter 6::Female youths::positive_transformation,Chapter 6::Female youths::ambivalent_unresolved_change,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::psychological_wounding,Chapter 6::Female youths::dangerous_becoming,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::ambivalent_unresolved_change,Chapter 6::Female youths::dangerous_becoming,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::positive_transformation,Chapter 6::Female youths::kin_motivation,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::discipline_boundary_judgement,Chapter 6::Female youths::principle_purpose_orientation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::endurance_conditioning,Chapter 6::Female youths::principle_purpose_orientation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::positive_transformation,Chapter 6::Female youths::principle_purpose_orientation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::discipline_boundary_judgement,Chapter 6::Female youths::alternative_oppositional_future,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::kin_motivation,Chapter 6::Female youths::alternative_oppositional_future,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::psychological_wounding,Chapter 6::Female youths::hope_resilience,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::racialised_degradation,Chapter 6::Female youths::hope_resilience,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::silencing_nonresponse,Chapter 6::Female youths::hope_resilience,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::positive_transformation,Chapter 6::Female youths::hope_resilience,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Female youths::principle_purpose_orientation,Chapter 6::Female youths::hope_resilience,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 6<br><b>Group:</b> Female youths<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 6::Male youths::alternative_oppositional_future,Chapter 6::Female youths::alternative_oppositional_future,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> alternative oppositional future</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::ambivalent_unresolved_change,Chapter 6::Female youths::ambivalent_unresolved_change,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> ambivalent unresolved change</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::authority_disregard,Chapter 6::Female youths::authority_disregard,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> authority disregard</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::bodily_harm_danger,Chapter 6::Female youths::bodily_harm_danger,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> bodily harm danger</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::dangerous_becoming,Chapter 6::Female youths::dangerous_becoming,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> dangerous becoming</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::depletion_exhaustion,Chapter 6::Female youths::depletion_exhaustion,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> depletion exhaustion</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::discipline_boundary_judgement,Chapter 6::Female youths::discipline_boundary_judgement,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> discipline boundary judgement</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::endurance_conditioning,Chapter 6::Female youths::endurance_conditioning,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> endurance conditioning</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::family_separation_priority,Chapter 6::Female youths::family_separation_priority,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> family separation priority</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::hope_resilience,Chapter 6::Female youths::hope_resilience,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> hope resilience</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::humiliation_display,Chapter 6::Female youths::humiliation_display,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> humiliation display</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::kin_motivation,Chapter 6::Female youths::kin_motivation,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> kin motivation</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::needed_responsibility,Chapter 6::Female youths::needed_responsibility,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> needed responsibility</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::peer_care_solidarity,Chapter 6::Female youths::peer_care_solidarity,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> peer care solidarity</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::peer_mistrust_betrayal,Chapter 6::Female youths::peer_mistrust_betrayal,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> peer mistrust betrayal</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::positive_transformation,Chapter 6::Female youths::positive_transformation,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> positive transformation</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::principle_purpose_orientation,Chapter 6::Female youths::principle_purpose_orientation,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> principle purpose orientation</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::psychological_wounding,Chapter 6::Female youths::psychological_wounding,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> psychological wounding</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::racialised_degradation,Chapter 6::Female youths::racialised_degradation,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> racialised degradation</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::reframing_as_training,Chapter 6::Female youths::reframing_as_training,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> reframing as training</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::respect_recognition,Chapter 6::Female youths::respect_recognition,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> respect recognition</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::routine_internalisation,Chapter 6::Female youths::routine_internalisation,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> routine internalisation</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::silencing_nonresponse,Chapter 6::Female youths::silencing_nonresponse,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> silencing nonresponse</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::structural_powerlessness,Chapter 6::Female youths::structural_powerlessness,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> structural powerlessness</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::temporal_disruption,Chapter 6::Female youths::temporal_disruption,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> temporal disruption</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
Chapter 6::Male youths::verbal_degradation,Chapter 6::Female youths::verbal_degradation,0.9,Shared-code bridge,"<div style='max-width:450px'><h3>Shared-code bridge</h3><p><b>Chapter:</b> Chapter 6<br><b>Code:</b> verbal degradation</p><p>This dashed edge links the same code across the two comparison groups.</p><p><b>Left group:</b> Male youths<br><b>Right group:</b> Female youths</p><p><i>This is a comparison bridge, not an empirical co-occurrence edge across groups.</i></p></div>"
